,retweet_count,favorite_count,followers_count,predict_class_label,Date_class
29902,19,0,6.82,3,0
29903,13,87,1.43,1,0
29904,0,0,0.0364,4,3
29905,415,0,0.435,2,3
29906,67,0,0.0364,4,4
29907,162,1484,6.82,2,3
29908,41,376,6.82,2,1
29909,2,4,0.136,2,3
29910,3877,0,0.435,4,0
29911,12115,12044,43,2,0
29912,3711,0,0.0364,4,4
29913,0,0,0.136,2,0
29914,11,0,0.136,4,4
29915,618,0,0.0364,4,3
29916,8583,0,0.0364,4,3
29917,14,0,6.82,3,2
29918,5,7,0.136,4,4
29919,9,22,0.136,2,4
29920,2,0,1.43,4,0
29921,282,0,0.0364,2,3
29922,2,6,0.136,4,4
29923,0,0,0.0364,4,3
29924,30,0,0.435,1,3
29925,12,0,0.0364,2,0
29926,9,66,0.136,2,3
29927,5,0,0.435,4,3
29928,267,253,43,2,1
29929,179,669,43,2,4
29930,21,73,0.136,3,3
29931,20,0,6.82,4,2
29932,320,327,43,4,0
29933,33,0,1.43,2,1
29934,3,0,0.136,2,3
29935,1,0,1.43,2,2
29936,167,0,0.435,4,1
29937,147,1527,6.82,4,3
29938,1286,0,0.435,1,2
29939,7,0,0.136,4,3
29940,21,0,1.43,4,3
29941,1380,0,0.435,4,3
29942,1031,0,0.435,1,1
29943,5,10,0.136,4,3
29944,748,6149,6.82,2,2
29945,48,0,6.82,4,2
29946,5,29,1.43,4,2
29947,133,0,0.435,4,3
29948,0,2,0.0364,4,2
29949,2,0,0.136,4,3
29950,4,0,0.0364,4,3
29951,67,0,0.0364,4,0
29952,36,0,0.136,1,3
29953,306,0,0.0364,4,3
29954,110,0,0.0364,2,0
29955,7,0,0.435,3,2
29956,18,0,6.82,4,3
29957,0,0,0.0364,4,0
29958,64,0,1.43,2,0
29959,1,0,0.136,4,0
29960,255,988,43,4,3
29961,238,0,1.43,4,1
29962,18,0,6.82,2,3
29963,0,0,0.0364,4,0
29964,3,0,0.0364,2,1
29965,5,20,0.136,2,3
29966,5,6,0.136,4,3
29967,56,297,6.82,3,0
29968,25,140,1.43,2,1
29969,4,44,1.43,4,2
29970,9,0,0.435,1,2
29971,10,0,6.82,3,0
29972,22137,0,0.0364,1,0
29973,2,10,0.136,1,4
29974,429,0,43,4,3
29975,0,2,1.43,2,0
29976,41,0,1.43,4,0
29977,42,0,0.435,4,3
29978,6,39,0.136,3,3
29979,26,193,1.43,3,0
29980,1,29,1.43,1,1
29981,84,0,0.435,1,1
29982,229,790,43,4,0
29983,30,126,43,2,0
29984,19,133,6.82,2,2
29985,0,1,0.0364,2,3
29986,1316,9094,43,4,3
29987,0,4,0.0364,4,4
29988,2,0,0.435,4,3
29989,75,0,0.435,4,1
29990,4,9,1.43,4,0
29991,29,0,6.82,3,3
29992,8,30,0.136,4,3
29993,11,80,0.136,2,3
29994,67,0,6.82,2,1
29995,3702,0,0.435,3,3
29996,15333,97868,43,4,0
29997,125,0,0.435,3,3
29998,1,13,0.136,3,4
29999,15,117,6.82,1,1
30000,24,49,0.136,2,4
30001,35,51,0.136,3,4
30002,7,13,0.136,3,3
30003,0,0,1.43,4,0
30004,59,0,0.435,4,1
30005,302,717,43,4,3
30006,42,90,0.136,1,3
30007,1967,0,0.0364,4,4
30008,0,1,1.43,4,2
30009,0,16,0.136,3,4
30010,1,0,0.0364,4,0
30011,0,16,1.43,2,2
30012,2213,0,0.435,2,1
30013,48,0,6.82,4,0
30014,12,22,0.136,3,4
30015,89,440,6.82,1,2
30016,45,0,6.82,3,2
30017,12,0,0.435,3,2
30018,14,0,0.435,3,2
30019,416,0,0.0364,4,2
30020,58,0,0.136,2,3
30021,162,0,0.435,4,2
30022,12,101,6.82,4,0
30023,8,35,0.136,1,3
30024,0,0,0.0364,2,3
30025,21,0,0.435,4,3
30026,3082,0,43,2,0
30027,94,524,0.136,4,0
30028,895,0,1.43,4,1
30029,9,0,0.0364,3,4
30030,0,1,0.0364,4,4
30031,45,0,1.43,2,3
30032,3592,0,43,2,4
30033,266,3010,6.82,2,2
30034,804,0,0.435,4,2
30035,1079,1665,43,3,0
30036,545,7924,43,2,4
30037,27,0,43,4,0
30038,2,4,1.43,1,2
30039,11,30,0.136,4,4
30040,0,3,1.43,4,2
30041,0,0,1.43,4,1
30042,55,380,6.82,4,0
30043,2322,0,6.82,4,0
30044,0,0,0.0364,2,4
30045,8,16,0.136,4,3
30046,3210,30878,43,2,4
30047,16,215,6.82,4,3
30048,1462,2738,43,2,2
30049,12,103,6.82,4,2
30050,3,0,1.43,3,3
30051,935,1674,43,2,3
30052,268,0,6.82,4,0
30053,39,0,0.0364,4,0
30054,10,0,6.82,3,1
30055,15,130,6.82,4,1
30056,26,0,0.136,4,3
30057,125,0,1.43,4,2
30058,23,384,1.43,3,2
30059,65,0,0.0364,4,3
30060,22,64,0.0364,2,0
30061,0,6,6.82,4,3
30062,23,91,0.136,2,0
30063,0,0,0.136,4,4
30064,126,625,6.82,1,3
30065,126,156,43,2,3
30066,39,304,6.82,4,1
30067,22,0,0.0364,4,0
30068,263,0,0.0364,1,2
30069,183,1402,6.82,4,0
30070,118,716,1.43,1,0
30071,272,0,1.43,1,3
30072,1,0,0.0364,4,3
30073,3,0,0.136,2,4
30074,4,14,0.0364,4,0
30075,165,569,43,2,0
30076,46,0,6.82,2,3
30077,3,25,0.0364,2,2
30078,6,22,0.136,4,3
30079,0,1,0.136,1,4
30080,122,887,6.82,2,0
30081,58,372,6.82,4,2
30082,59,425,6.82,2,2
30083,3091,0,43,3,1
30084,26945,120665,43,4,0
30085,18,0,0.136,3,4
30086,435,931,43,2,3
30087,2958,0,0.435,2,1
30088,11,0,0.435,1,0
30089,3676,0,1.43,1,4
30090,2,13,1.43,4,2
30091,2,0,0.0364,2,0
30092,7,80,6.82,2,2
30093,164,0,0.435,3,3
30094,0,3,0.0364,2,4
30095,8264,0,43,2,0
30096,2,0,1.43,3,3
30097,16,32,0.136,3,3
30098,0,0,0.136,4,3
30099,408,317,43,1,0
30100,104,0,6.82,4,3
30101,0,0,0.0364,4,0
30102,0,5,1.43,2,1
30103,0,4,0.136,4,4
30104,3489,0,0.0364,4,4
30105,3401,19948,43,2,0
30106,660,2347,0.435,4,1
30107,70,0,0.435,4,2
30108,275,887,43,1,3
30109,5,24,0.136,4,4
30110,3,2,0.136,3,4
30111,100,0,0.435,4,2
30112,944,0,0.435,4,1
30113,39,0,1.43,4,2
30114,1365,0,0.435,4,2
30115,1068,9667,43,2,3
30116,0,0,0.136,1,4
30117,0,0,0.0364,2,4
30118,1,5,0.0364,4,3
30119,0,9,1.43,4,0
30120,2,0,0.0364,3,3
30121,5,6,0.136,3,4
30122,21,0,6.82,2,2
30123,704,1229,0.435,1,3
30124,55,369,6.82,4,1
30125,19,222,6.82,4,1
30126,61,0,6.82,4,2
30127,0,52,1.43,4,3
30128,1420,7021,43,2,4
30129,0,3,0.136,4,4
30130,0,1,0.0364,4,0
30131,3,0,0.435,4,1
30132,6232,28968,6.82,2,1
30133,7,53,1.43,1,2
30134,14,87,0.136,4,3
30135,3882,5665,43,4,3
30136,9820,19408,43,1,3
30137,45293,0,0.0364,4,3
30138,7578,36657,43,2,4
30139,1001,3948,43,2,0
30140,4,9,0.136,4,4
30141,80,0,0.435,4,2
30142,11,79,1.43,2,3
30143,13,0,1.43,2,0
30144,2,4,0.0364,1,3
30145,129,0,0.0364,3,3
30146,0,1,0.136,4,0
30147,33,0,0.0364,2,3
30148,0,2,0.0364,3,0
30149,9,29,0.136,3,0
30150,20232,0,0.435,2,0
30151,3,0,0.0364,4,3
30152,0,2,0.0364,2,0
30153,2,0,0.0364,4,3
30154,14,0,1.43,4,4
30155,6,0,0.435,2,0
30156,184,0,0.435,2,2
30157,3,10,1.43,1,0
30158,0,0,0.136,4,4
30159,25,225,6.82,4,3
30160,0,3,1.43,4,0
30161,0,0,0.0364,4,3
30162,0,0,0.0364,2,0
30163,87,748,6.82,3,2
30164,11546,40359,43,2,2
30165,18,0,0.136,4,0
30166,3,6,0.136,4,3
30167,499,1311,43,2,0
30168,9,0,0.435,4,3
30169,76,92,43,2,0
30170,21,34,0.435,1,2
30171,209,0,0.0364,2,4
30172,0,1,1.43,2,0
30173,15,82,1.43,1,3
30174,6,13,0.136,3,3
30175,16,126,6.82,2,2
30176,1,0,0.0364,4,4
30177,154,0,0.435,4,0
30178,9646,48825,43,2,0
30179,174,686,43,4,4
30180,0,0,0.136,2,0
30181,3,0,0.0364,4,3
30182,0,0,0.136,4,3
30183,4,0,1.43,2,1
30184,0,2,0.0364,2,0
30185,2,19,0.136,4,3
30186,22,69,0.435,2,3
30187,432,0,0.435,1,3
30188,2133,0,0.0364,4,0
30189,3,12,0.0364,2,4
30190,12,17,0.136,4,0
30191,4171,0,0.0364,4,3
30192,214,0,0.435,4,2
30193,58,405,6.82,3,3
30194,32,250,6.82,2,2
30195,5,0,0.0364,1,0
30196,4,0,1.43,4,0
30197,10,37,0.136,1,3
30198,876,1025,43,2,4
30199,919,0,0.435,4,3
30200,29,0,43,4,0
30201,9460,0,0.0364,3,3
30202,0,0,0.0364,4,0
30203,10,38,0.136,2,3
30204,60,837,6.82,4,0
30205,171,0,0.136,2,3
30206,2,0,0.136,1,4
30207,50,0,1.43,4,2
30208,26,0,0.136,1,0
30209,5,44,0.435,4,0
30210,0,0,0.0364,4,3
30211,34,0,0.435,1,2
30212,27,862,1.43,2,1
30213,4,0,0.136,2,3
30214,12,0,0.0364,4,3
30215,3,0,0.0364,4,0
30216,65,0,0.435,4,1
30217,66703,122484,43,2,0
30218,308,0,0.0364,4,0
30219,13,0,0.435,4,2
30220,58,323,6.82,3,2
30221,0,3,0.0364,4,3
30222,0,0,0.136,4,0
30223,5,0,0.435,4,1
30224,6,47,1.43,4,2
30225,45,631,6.82,2,2
30226,7,0,1.43,1,1
30227,23,36,0.136,4,4
30228,8,38,1.43,4,1
30229,5760,0,0.435,1,0
30230,9,27,0.136,4,4
30231,3,0,1.43,3,0
30232,11,0,0.0364,2,0
30233,20,0,0.435,4,1
30234,508,0,43,4,3
30235,3,17,0.435,3,1
30236,587,0,6.82,4,2
30237,1,0,0.0364,4,3
30238,8,11,0.136,2,3
30239,666,1913,6.82,2,0
30240,6,0,1.43,4,1
30241,48,0,0.435,4,1
30242,4730,23812,43,2,4
30243,0,0,0.0364,3,3
30244,362,0,1.43,1,2
30245,0,2,0.0364,4,0
30246,7,9,0.136,4,4
30247,12,0,0.136,2,3
30248,37,264,6.82,4,3
30249,1895,0,43,4,3
30250,9793,78501,43,4,0
30251,71,0,1.43,4,3
30252,906,0,0.435,2,2
30253,1091,3041,6.82,2,1
30254,25,84,0.435,2,3
30255,1,0,0.0364,4,3
30256,2666,4106,43,2,3
30257,16291,61220,43,2,0
30258,0,28,0.136,4,0
30259,1,2,0.136,1,4
30260,221,1304,6.82,2,2
30261,428,836,43,2,2
30262,3,0,1.43,2,1
30263,2,0,1.43,3,0
30264,1,12,0.136,2,3
30265,86,0,0.435,4,3
30266,13,0,6.82,4,0
30267,14,96,1.43,4,0
30268,1410,2309,43,2,3
30269,0,3,0.0364,2,4
30270,13,18,0.136,3,4
30271,27,247,6.82,2,0
30272,0,1,0.136,4,4
30273,0,2,0.0364,4,3
30274,2,0,0.0364,4,4
30275,59,0,0.435,1,2
30276,15,174,6.82,4,1
30277,6,73,0.136,2,0
30278,9,7,0.136,2,4
30279,30,94,1.43,4,2
30280,40,48,0.136,2,3
30281,0,6,0.136,3,4
30282,1927,0,1.43,1,3
30283,5,9,0.136,3,3
30284,263,730,0.435,4,3
30285,21,21,0.136,3,3
30286,720,0,1.43,2,1
30287,8,25,1.43,4,3
30288,420,1326,6.82,3,1
30289,5,0,0.0364,2,3
30290,16,0,6.82,3,1
30291,38,288,6.82,4,0
30292,52,0,1.43,3,2
30293,77,0,0.0364,3,4
30294,2213,10555,43,2,4
30295,209,874,6.82,3,0
30296,0,0,0.0364,4,2
30297,19,170,6.82,3,2
30298,3,0,1.43,4,1
30299,0,2,0.0364,1,3
30300,11,20,0.136,4,3
30301,17,24,0.136,4,0
30302,17,288,1.43,2,2
30303,538,0,0.0364,4,3
30304,40,347,6.82,2,2
30305,4,0,1.43,4,0
30306,63,482,6.82,2,3
30307,7,0,1.43,3,2
30308,144,0,0.435,4,1
30309,5,0,1.43,2,3
30310,19,0,6.82,4,0
30311,170,933,6.82,2,2
30312,13,0,0.136,4,4
30313,20,0,0.435,1,2
30314,22,0,1.43,1,0
30315,7,40,0.136,3,0
30316,20,108,6.82,1,3
30317,2,0,0.0364,4,3
30318,311,318,43,1,0
30319,179,823,6.82,4,0
30320,0,0,0.0364,4,4
30321,43,439,6.82,2,1
30322,0,0,0.0364,4,0
30323,64,0,1.43,4,2
30324,22,0,0.136,3,0
30325,79,0,0.435,4,1
30326,30,149,0.136,4,3
30327,5,19,0.136,3,0
30328,0,10,1.43,4,4
30329,191,0,0.0364,4,3
30330,2,0,0.0364,2,0
30331,10,0,1.43,2,0
30332,5,82,1.43,4,0
30333,17,57,1.43,4,2
30334,1,5,6.82,2,1
30335,829,1634,43,2,0
30336,15,74,1.43,4,1
30337,1,0,0.0364,2,0
30338,108,1048,6.82,3,1
30339,33,0,6.82,2,3
30340,1,0,0.136,2,3
30341,126,0,6.82,1,0
30342,3,0,0.136,3,4
30343,200,0,0.435,3,3
30344,2520,0,43,2,4
30345,113,0,0.435,3,3
30346,0,7,0.136,2,4
30347,174,0,0.435,1,1
30348,236,963,6.82,4,0
30349,435,0,43,2,0
30350,709,1877,43,2,0
30351,21,0,6.82,4,1
30352,11,0,1.43,4,1
30353,3045,20798,43,2,4
30354,9,0,1.43,4,1
30355,54,149,1.43,1,3
30356,1249,0,6.82,2,3
30357,109,0,1.43,1,3
30358,561,788,43,3,0
30359,26,113,0.136,4,3
30360,344,1760,6.82,4,1
30361,0,5,1.43,1,2
30362,426,0,0.435,1,2
30363,37,346,6.82,4,1
30364,206,248,43,2,0
30365,1221,0,0.435,1,0
30366,1,10,0.0364,4,0
30367,3836,1145,43,4,0
30368,3098,0,43,2,0
30369,0,2,0.136,1,4
30370,0,0,0.0364,4,3
30371,25,0,0.435,2,3
30372,0,0,0.0364,2,0
30373,826,0,0.435,4,2
30374,0,2,0.136,4,4
30375,86,0,0.435,1,2
30376,644,1820,6.82,4,0
30377,426,830,43,2,0
30378,0,43,0.0364,2,3
30379,38,0,6.82,2,3
30380,409,1747,6.82,2,3
30381,487,0,43,2,3
30382,54,0,1.43,2,3
30383,22,0,0.435,1,2
30384,27,0,0.0364,4,3
30385,10869,0,0.0364,4,2
30386,5,22,1.43,4,1
30387,6,0,1.43,4,1
30388,43,300,6.82,1,3
30389,23,69,0.136,2,2
30390,1,10,1.43,4,3
30391,80,0,6.82,4,3
30392,255,988,43,4,3
30393,1636,8593,6.82,2,1
30394,0,6,1.43,4,3
30395,0,2,0.0364,4,3
30396,23,79,0.136,3,4
30397,6,14,0.136,3,4
30398,5,0,1.43,1,2
30399,1,0,1.43,2,0
30400,19,130,6.82,4,3
30401,2124,0,0.0364,4,0
30402,0,2,0.136,2,4
30403,35,0,6.82,3,2
30404,2785,0,0.435,1,2
30405,4,9,0.136,4,0
30406,38,0,6.82,4,1
30407,32,170,1.43,2,3
30408,963,0,0.0364,4,0
30409,112,0,0.435,1,0
30410,0,3,0.136,4,0
30411,0,3,1.43,4,3
30412,0,45,6.82,2,0
30413,32,0,0.0364,3,4
30414,17,54,0.435,1,1
30415,32281,0,43,1,3
30416,0,5,1.43,4,2
30417,796,4301,43,2,4
30418,0,1,0.0364,4,4
30419,62,0,0.0364,2,0
30420,143421,0,0.0364,4,3
30421,3877,28140,43,2,3
30422,14,9,0.136,4,3
30423,0,0,1.43,2,3
30424,19,0,1.43,1,2
30425,0,0,0.0364,4,0
30426,0,0,1.43,4,0
30427,21,0,0.0364,4,4
30428,5607,0,43,2,4
30429,348,0,43,3,1
30430,1291,0,43,2,0
30431,17,0,1.43,4,0
30432,0,2,0.136,4,4
30433,70,0,0.435,1,0
30434,0,8,0.0364,4,4
30435,1107,873,43,2,1
30436,0,0,0.0364,1,4
30437,269,0,0.435,2,2
30438,14,28,0.136,1,0
30439,43842,88305,43,2,3
30440,39,272,6.82,3,0
30441,27,0,6.82,4,0
30442,37,0,0.136,4,3
30443,0,3,1.43,4,0
30444,164,0,0.0364,4,4
30445,363,0,43,3,0
30446,4030,0,0.435,4,3
30447,283,0,43,4,0
30448,5,0,0.0364,3,0
30449,365,0,0.435,4,0
30450,263,926,43,4,2
30451,6,0,0.435,1,3
30452,20671,119684,43,2,4
30453,0,0,1.43,4,0
30454,2,0,0.0364,2,0
30455,115,121,43,2,3
30456,0,0,1.43,2,2
30457,0,0,1.43,2,2
30458,1413,0,1.43,1,3
30459,867,703,43,2,0
30460,15,0,0.435,4,1
30461,23,0,0.435,3,2
30462,1,45,1.43,2,0
30463,0,2,1.43,2,0
30464,10,0,6.82,3,1
30465,4,65,0.0364,4,4
30466,84,0,0.435,4,3
30467,1862,0,0.0364,4,3
30468,0,0,0.136,2,3
30469,63,367,43,4,4
30470,5,25,0.0364,2,3
30471,1914,3631,43,4,0
30472,26,0,0.136,3,3
30473,136,280,43,2,4
30474,364,0,0.136,1,4
30475,162,0,6.82,2,0
30476,523,0,0.435,2,3
30477,334,895,43,2,0
30478,76,671,6.82,3,2
30479,143,0,1.43,1,3
30480,2448,4167,43,2,0
30481,1344,10010,43,4,0
30482,0,10,0.0364,4,0
30483,595,1524,43,4,0
30484,8301,73683,43,2,2
30485,1306,0,0.435,4,0
30486,1285,0,0.435,1,0
30487,5,22,0.136,2,0
30488,31,0,6.82,4,1
30489,21,0,0.435,1,0
30490,0,1,0.136,3,0
30491,0,2,1.43,2,4
30492,0,16,1.43,4,2
30493,15,0,1.43,4,3
30494,74,634,6.82,2,3
30495,926,1144,43,2,3
30496,9,41,0.136,3,4
30497,0,9,0.0364,4,3
30498,509,0,0.435,4,1
30499,4,0,0.0364,4,3
30500,0,0,0.136,4,4
30501,19,38,0.136,2,2
30502,0,1,0.0364,2,4
30503,0,6,1.43,4,0
30504,127,1839,6.82,2,3
30505,2,0,0.136,4,4
30506,1733,0,0.435,1,0
30507,171,720,43,2,0
30508,1,0,0.0364,1,3
30509,0,0,0.0364,2,0
30510,1811,0,0.435,2,1
30511,352,1375,43,2,4
30512,50,0,0.435,2,1
30513,106,876,6.82,1,3
30514,502,1240,43,2,3
30515,19,78,0.435,1,1
30516,12652,70848,43,3,3
30517,415,1100,43,4,3
30518,10,0,1.43,2,2
30519,25,17,0.136,4,3
30520,501,1462,1.43,2,1
30521,3,1,0.136,4,3
30522,4,0,1.43,1,2
30523,28,0,0.435,1,0
30524,60,331,6.82,4,2
30525,42,0,1.43,2,3
30526,0,1,0.0364,2,4
30527,9482,2843,43,2,0
30528,84,631,6.82,3,2
30529,16948,0,0.0364,3,0
30530,1544,3152,43,2,0
30531,4,17,1.43,1,4
30532,35,130,0.136,1,4
30533,0,0,0.136,2,0
30534,1548,7098,6.82,2,0
30535,4070,0,0.435,4,0
30536,728,0,0.0364,2,0
30537,30,0,0.435,4,3
30538,128,0,6.82,2,0
30539,23,178,6.82,3,3
30540,6569,2739,43,2,3
30541,316,1468,43,2,2
30542,2902,0,0.435,1,2
30543,3,0,0.435,4,3
30544,122,312,43,4,0
30545,0,1,1.43,1,3
30546,11,46,0.136,4,3
30547,69,458,6.82,2,3
30548,8,0,1.43,4,0
30549,3,6,0.136,4,3
30550,27,0,0.0364,4,3
30551,478,0,0.435,4,3
30552,0,1,1.43,1,0
30553,494,748,43,2,0
30554,0,15,0.136,2,4
30555,11232,67525,43,2,0
30556,2,0,1.43,2,3
30557,9022,0,0.0364,2,4
30558,0,0,0.0364,4,0
30559,0,1,0.136,4,0
30560,0,1,0.0364,4,3
30561,1,3,0.0364,4,3
30562,11,0,1.43,1,0
30563,538,0,0.435,4,0
30564,98,0,0.435,4,2
30565,92,0,1.43,2,3
30566,0,1,1.43,3,3
30567,0,1,0.136,1,0
30568,56,0,1.43,4,2
30569,12,62,1.43,4,4
30570,4,6,0.136,3,3
30571,11603,46349,43,2,4
30572,973,0,0.435,1,0
30573,0,0,0.0364,2,4
30574,31,0,0.435,4,3
30575,426,2875,6.82,1,2
30576,13,0,6.82,4,2
30577,13,35,0.136,4,4
30578,5,15,0.136,4,4
30579,1276,0,0.435,1,1
30580,1094,0,0.435,1,2
30581,4,0,0.136,2,3
30582,2,9,0.0364,4,3
30583,90,556,6.82,4,0
30584,184,377,0.435,1,0
30585,2,0,0.0364,4,4
30586,0,2,0.0364,4,3
30587,1,10,0.0364,2,3
30588,26,0,0.435,2,2
30589,1009,0,0.0364,2,3
30590,46,499,6.82,4,3
30591,2405,0,0.435,2,1
30592,216,254,43,1,0
30593,24,167,6.82,2,1
30594,17,0,1.43,4,1
30595,0,0,1.43,1,0
30596,1536,0,0.0364,2,4
30597,111,0,1.43,4,2
30598,166,1009,6.82,3,3
30599,16,0,1.43,4,1
30600,0,1,1.43,2,0
30601,19,0,6.82,4,2
30602,88,0,0.435,1,3
30603,3502,4559,43,2,1
30604,1,0,0.435,3,2
30605,53117,185614,43,2,3
30606,772,0,0.435,4,2
30607,3,39,1.43,3,2
30608,4,9,1.43,4,0
30609,2227,11133,6.82,2,3
30610,1392,0,0.435,1,3
30611,60,331,6.82,4,2
30612,277,0,6.82,2,0
30613,5206,52475,43,2,0
30614,29,163,1.43,2,3
30615,0,0,0.136,4,4
30616,21,0,0.435,2,1
30617,139,0,0.435,3,2
30618,127,0,0.0364,4,3
30619,0,1,0.0364,2,3
30620,2925,17947,43,4,4
30621,504,6628,43,2,3
30622,1678,0,6.82,2,0
30623,345,0,0.435,4,3
30624,17,0,0.136,4,3
30625,16,52,0.435,2,3
30626,40,0,0.435,2,0
30627,0,0,0.0364,2,0
30628,705,0,0.435,4,0
30629,0,0,1.43,2,3
30630,18,33,0.136,4,3
30631,1031,6778,6.82,4,3
30632,3352,14127,43,2,0
30633,3,17,0.136,4,0
30634,9,0,1.43,2,3
30635,17,0,0.0364,4,3
30636,538,0,0.435,4,3
30637,3,40,0.0364,4,0
30638,60,609,6.82,4,2
30639,6756,35417,6.82,2,0
30640,14,0,0.0364,4,1
30641,200,0,0.435,1,3
30642,5846,0,0.435,1,3
30643,17,45,0.435,2,0
30644,7,0,1.43,3,2
30645,1,13,0.136,4,3
30646,645,1221,43,2,3
30647,0,0,0.0364,4,4
30648,309,920,43,2,2
30649,2184,2933,43,3,4
30650,106,353,6.82,2,0
30651,27,0,1.43,1,4
30652,3019,0,0.435,2,0
30653,7,0,1.43,4,0
30654,0,0,1.43,2,0
30655,139169,0,1.43,2,1
30656,0,2,0.136,4,0
30657,3567,5262,43,4,4
30658,0,2,1.43,2,0
30659,23,0,0.0364,2,4
30660,64,0,0.0364,4,0
30661,5,14,0.136,2,4
30662,61,0,6.82,4,1
30663,2,12,0.136,3,3
30664,542,2673,6.82,1,3
30665,462,0,0.435,1,3
30666,10,0,1.43,2,0
30667,20,0,0.435,1,1
30668,96,613,6.82,2,0
30669,8,15,0.136,3,4
30670,22,156,6.82,4,0
30671,19,33,0.136,2,4
30672,842,6123,43,2,4
30673,20,63,1.43,4,1
30674,605,2551,6.82,4,0
30675,8,0,1.43,2,3
30676,3,10,1.43,1,0
30677,1359,1260,43,4,4
30678,78,0,6.82,2,3
30679,2,14,0.435,1,2
30680,4,22,0.136,2,0
30681,1678,4763,6.82,2,2
30682,8,0,0.136,1,0
30683,34913,0,0.0364,4,0
30684,150,437,43,4,3
30685,927,0,0.435,4,3
30686,933,6588,43,2,4
30687,3882,4218,43,2,0
30688,10,43,1.43,1,3
30689,11,30,0.136,4,3
30690,5648,26665,43,2,4
30691,51,0,0.435,1,0
30692,18,0,6.82,3,2
30693,17,80,1.43,4,3
30694,17,0,1.43,3,2
30695,18682,45612,43,2,4
30696,5068,5561,43,4,0
30697,39,0,0.435,1,3
30698,14,0,0.435,2,1
30699,0,4,0.0364,4,0
30700,17,0,0.136,4,3
30701,0,0,0.0364,2,3
30702,1587,7113,43,3,4
30703,0,0,1.43,4,3
30704,2606,835,43,2,0
30705,1,12,0.136,4,4
30706,0,2,0.136,4,0
30707,9,0,0.136,1,3
30708,0,1,1.43,1,1
30709,5877,0,0.435,2,2
30710,220,0,0.435,2,1
30711,1208,0,0.435,3,2
30712,1877,9187,43,3,3
30713,4942,1840,43,1,0
30714,7,5,0.136,1,3
30715,23,0,6.82,2,0
30716,75,0,0.0364,4,3
30717,24,44,0.435,2,0
30718,0,2,0.0364,4,3
30719,941,1229,43,4,2
30720,6,0,0.136,2,3
30721,52,304,6.82,4,2
30722,1303,2840,0.435,4,2
30723,78,0,1.43,4,0
30724,7,23,0.136,3,0
30725,28,0,0.435,1,1
30726,72,183,0.435,2,3
30727,3,27,1.43,2,2
30728,189,0,6.82,2,0
30729,403,0,43,2,4
30730,853,1881,43,1,2
30731,14,0,0.136,4,4
30732,5,0,1.43,4,3
30733,31892,28608,43,2,0
30734,2997,10031,6.82,4,1
30735,0,1,0.0364,4,3
30736,35,0,6.82,2,1
30737,15,47,0.136,4,3
30738,359,1040,6.82,3,2
30739,331,1494,1.43,4,3
30740,1210,0,1.43,4,2
30741,962,0,0.435,4,2
30742,439,859,43,4,3
30743,4,35,0.136,3,4
30744,4,7,0.136,4,0
30745,0,2,0.0364,2,0
30746,351,0,0.435,1,3
30747,0,4,1.43,2,0
30748,32,0,0.0364,2,4
30749,76,526,6.82,2,0
30750,181,0,0.435,1,1
30751,1,0,0.0364,2,0
30752,0,0,0.0364,4,4
30753,394,1198,6.82,3,3
30754,325,0,0.435,1,3
30755,0,3,1.43,2,1
30756,0,2,0.0364,4,0
30757,7,0,0.0364,4,0
30758,494,0,0.435,1,2
30759,41226,0,0.0364,2,3
30760,484,0,0.435,4,3
30761,378,0,0.435,1,1
30762,0,2,0.0364,4,3
30763,19,37,0.136,4,0
30764,4,24,0.136,2,3
30765,288,0,43,4,0
30766,31,250,6.82,3,3
30767,29,0,6.82,4,2
30768,14,75,43,2,4
30769,558,0,0.0364,1,0
30770,74,628,6.82,2,3
30771,0,1,1.43,3,1
30772,2061,8650,43,2,0
30773,18,75,1.43,2,3
30774,3,0,0.136,4,3
30775,1,8,1.43,1,3
30776,27,89,1.43,4,2
30777,394,1972,43,2,0
30778,2,0,0.0364,4,4
30779,29,0,1.43,4,1
30780,48,498,6.82,2,3
30781,0,0,0.136,2,3
30782,2473,7072,43,2,0
30783,7734,4791,43,2,3
30784,9486,89511,43,3,1
30785,3054,0,0.136,2,4
30786,19124,38640,43,2,0
30787,600,0,1.43,4,2
30788,172,0,0.136,2,0
30789,908,1007,43,2,2
30790,812,0,0.435,1,1
30791,18,30,0.136,3,4
30792,0,0,0.136,2,4
30793,4620,0,0.435,2,2
30794,15,0,0.435,4,1
30795,12,0,1.43,1,2
30796,278,1314,43,2,3
30797,37,129,1.43,4,3
30798,0,3,1.43,4,3
30799,0,0,0.0364,3,4
30800,1053,717,43,2,4
30801,1586,0,0.435,2,0
30802,193,0,0.435,1,2
30803,0,0,1.43,4,1
30804,0,20,1.43,4,1
30805,0,12,0.0364,4,3
30806,0,1,1.43,2,0
30807,278,0,1.43,1,3
30808,12,9,0.136,3,3
30809,796,0,0.435,1,0
30810,1809,8873,43,2,3
30811,11,12,0.136,4,3
30812,2732,0,0.0364,2,2
30813,106,0,6.82,4,0
30814,15,45,0.136,1,0
30815,1119,0,0.136,2,0
30816,18,0,0.435,2,1
30817,6729,0,43,4,0
30818,762,0,0.0364,1,3
30819,75,345,6.82,4,3
30820,33,195,6.82,4,3
30821,1548,0,1.43,4,1
30822,3970,0,0.435,3,0
30823,7013,23650,43,4,2
